NomStructure ; TypeStructure ; AdresseStructure ; CodePostalStructure ; VilleStructure ; PaysStructure ; NomService ; SujetStage ; DateDebutStage ; DateFinStage ; OrigineStage ; CodePostalEtudiant ; VilleEtudiant ; LibelleEtape ; FonctionsEtTaches ; Details ; Annee 
 GSX Solutions ; Entreprise privée ; 2474 route nationale 7 ; 06270 ; Villeneuve-Loubet ; France ; Recherche & Développement ; Développement de modules applicatifs sur les technologies Microsoft ;01/02/2018;30/06/2018; réseau de connaissance ; 20620 ; BIGUGLIA ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; chargé de construire des prototypes qui auront pour but récupérer des données sur les futures plateformes cibles de l?entreprise. Amenés à en faire l?intégration dans notre produit si ces prototypes donnent toute satisfaction. ; L?équipe de développement est constituée de différents Squads spécialisés, qui construisent ensembles les incréments de produit.Vous travaillerez directement sous la direction du développement. Ainsi, vous serez amené à travailler avec plusieurs de ces Squads afin de mener à bien vos missions.Autonome, pragmatique et force de proposition, vous serez chargé de construire des prototypes qui auront pour but récupérer des données sur les futures plateformes cibles de l?entreprise. Si ces prototypes donnenttoute satisfaction, vous serez amenés à en faire l?intégration dans notre produit, afin d?être déployés dans les environnements de nos clients. ; 2017/2018 
 ORANGE DSI ; Entreprise privée ; 790 AVENUE DR MAURICE DONAT ; 06250 ; MOUGINS ; France ; DTSI / DSI / Digital Factory / Hebex ; Stage Ingénieur Développement - DCIM - Data Center Infrastructure Management ;05/02/2018;03/08/2018; réponse à une offre de stage ; 06560 ; Valbonne ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; * faire évoluer les outils métier Datacenter afin d'aider dans la gestion capacitaire des infrastructures ;  * Fiabiliser l'alimentation de la CMDB en utilisant les informationsremontées directement par les équipements : Protocole LLDP pour ladécouverte des connexions réseaux, MIB SNMP, informationsmatérielles via l'interface de management des serveurs (IPMI)* Mise en place des passerelles et connecteurs entre la CMDB et tousces moyens d'alimentation de la base de données* Modélisation des liens entre les données* Réaliser les interfaces d'accès aux données (API)* Synchroniser ces nouvelles informations avec l'existant* Permettre le contrôle de cohérence des données* Proposer une IHM pour faciliter la saisie manuelle* Développer l'application, planifier et exécuter des tests unitaires* En phase opérationnelle, assurer le transfert de la gestion del'application  ; 2017/2018 
  ;  ;  ;  ;  ;  ;  ; Développement d outils métier NX Open ;19/02/2018;20/07/2018; réponse à une offre de stage ; 20167 ; PERI ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; - Prendre en main et explorer les fonctionnalités NX Open- Identifier un cas test pour une mise en application, en relation avec l'équipe de thermiciens- Réaliser un prototype NX Open sur le cas test identifié- Etendre les fonctionnalités du prototype à d'autres cas d'applications. ; Les ingénieurs thermiciens qui réalisent des études sous NX dans le domaine aéronautique et spatial ont besoin d outils puissants et fiables qui puissent consolider, faciliter et accélérer tout le processus d étude et d analyse.L objectif du stage est de développer des outils qui puissent s intégrer dans les différentes phases des études sous NX menées par les ingénieurs thermiciens. Les outils développés pourront faire la passerelle entre l API NX Open et d autres outils déjà développés ou à développer.Les fonctionnalités à explorer seront les suivantes :- construction de modèle (géométrie, maillage)- conditionnement de modèle (conditions limites, couplages)- vérification de modèles- interactions avec le solveur TMG/Thermal ; 2017/2018 
 Université de Corse - CRI ; Non connu ; Campus Mariani ; 20250 ; Corte ; France ; Centre de Ressources Informatiques ; Mise en place d'applications métiersDéveloppement d'applications web ;23/01/2012;20/07/2012; réseau de connaissance ; 20250 ; Corte ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-RECH ; Analyse, développement, formation ; Développement et formation du personnel ; 2011/2012 
 Le laboratoire ICAR  ; Entreprise publique ; 15, Parvis René Descartes BP 7000  ; 69342 ; LYON ; France ; Sous-équipe 3 : LILM et TIC ; Réalisation d'une interface graphique pour une base de données en arabe. ;01/03/2012;01/08/2012;  ; 91100 ; CORBEIL ESSONNES ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-RECH ;" -	Faire une étude de l'existant.-	Rédiger un cahier des charges.-	Proposer  une solution. "; Il s’agit de construire une interface graphique interagissant avec une base de données  en arabe (DIINAR), et permettant, en plus des quatre opérations de base CRUD  (c'est-à-dire, en français: Création, Recherche, Mise à jour et Suppression), notamment:•De donner à l’utilisateur la possibilité de saisir de nouvelles entrées (noms, verbes, adjectifs, mots outils, noms propres...) .•D’éviter à ce dernier au maximum d'avoir à saisir du texte, avec les erreurs de frappe que cela peut entraîner, au moyen de l’usage de menus déroulants .•L'analyse et la génération des données morphologiques.  ; 2011/2012 
 CNRS-Université de Corse UMR 6134 SPE  ; Entreprise publique ; Campus Grimaldi BP52  ; 20250  ; Corte ; France ; Laboratoire d’accueil : Equipe EnR.  ; Développement d’un plugin logiciel et intégration au sein du projet « Decision Deck ».  ;27/02/2012;27/07/2012;  ; 20250 ; Corté ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-RECH ; -Étude et prise en main de la plateforme « Decision Deck », de « Diviz » et du schéma de données standardisé XMCDA. Développement d’un premier prototype de vocabulaire et étude du lien avec XMCDA.-Analyse du modèle ELECTRE en vue de sa transformation en plugin. Intégration au sein de la plateforme. ; Ce stage aura pour premier objectif de développer sous la forme d’un web service un modèle de calcul multicritère .Le second objectif, qui peut être réalisé en parallèle, sera de développer un vocabulaire ontologique dédié à l’aide à la décision et sa publication sur le « web des données », initiative visant la connexion de données distribuées et sémantisées sur le web. Parmi les langages sémantiques développés et standardisés par le W3C, SKOS (« Simple Knowledge Organization System ») et OWL (« Web Ontology Language ») ont retenu notre attention. Le vocabulaire ainsi produit sera mis à disposition librement pour être réutilisé au sein de toute application informatique traitant de l’AMCD. Sera particulièrement étudiée, sa possible intégration au sein de la plateforme logicielle générique. ; 2011/2012 
 Société de Service et de Recherche Informatique et Electronique ; Entreprise privée ; BP 2310 ; 99 ; Boulaous ; Djibouti ; Recherche et Développement ; Développement d'une application gestion pour une société client. ;01/03/2012;31/08/2012;  ; 29200 ; Brest ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-RECH ; Développeur JAVA, JEELes taches sont:ÉtudeConceptionDéveloppementTestEt déploiement. ; Développeur JAVA, JEELes taches sont:ÉtudeConceptionDéveloppementTestEt déploiement. ; 2011/2012 
 Home-Bubble ; Entreprise privée ; 65 rue Aristide Briand ; 92300 ; Levallois Perret ; France ; Service informatique ; Stagiaire Développeur Web PHP MySQL/ZEND FRAMEWORK ;16/02/2012;15/08/2012; réponse à une offre de stage ; 91100 ; Corbeil-Essonnes ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-RECH ; Le stagiaire intègrera l’équipe de développeurs de la société et participera activement au développement de nouvelles fonctionnalités et nouveaux services, de la spécification à la réalisation technique.  ; stagiaire développeur web PHP pour rejoindre notre équipe et participeractivement au développement de nouvelles fonctionnalités et nouveaux services, de la spécification à laréalisation technique, sur des sujets de développement très variés.Vous pourrez être amené(e) à travailler par exemple sur le développement de nouveaux services, surl'amélioration de l'existant, sur le lancement d'applications mobiles, de services payants, etc...Nous recherchons des personnes passionnées par les nouvelles technologies et les nouvelles tendances duweb.o Vous avez déjà une première expérience de développement (XHTML, CSS, Frameworks Javascript(JQUERY), Frameworks PHP (ZEND), Subversion, etc). Vous êtes par ailleurs familiarisé ou intéressépar les technologies CURL. ; 2011/2012 
 Orange UI Corse ; Entreprise privée ; Chemin d'Agliani  ; 20600 ; Bastia ; France ; Orange , DSI France RCGP ; Testeur / Analyste d’une version applicative SOLI  ;26/03/2012;21/09/2012;  ; 11435 ; Le Caire ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-RECH ; Préparer les environnements de recetteEffectuer les tests techniques de l’application & les tests 2à2 avec les applications partenairesParticiper à l’analyse des anomaliesFormaliser le résultat de la recette dans un bilan de qualificationAssurer l'interface entre équipe de réalisation et MOA ; SOLI est un Projet stratégique du domaine de l’Assistance dont la conception et le développement des différents modules sont exécutés par :-La Build Center « Factory » de Bordeaux : équipe de développement JAVA spécifique sur la brique Métier.-Une équipe de l’entité PORTAIL basé à Sophia Antipolis : équipe de développement PHP spécifique sur l’IHM.Le projet fait intervenir un nombre de partenaires importants, avec lesquels le stagiaire aura des rapports constants.Le stage se déroule à la Direction Solution SI OnLine/DP NEC/Assistance à la DSI RC GP (Relation Client Grand Public). ; 2011/2012 
 MI6 ; Entreprise privée ; 1, rue de la Bourse ; 75002 ; Paris ; France ; Informatique ; Refonte du site web www.mi6-france.fr ;02/05/2012;30/09/2012;  ; 75002 ; paris ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-RECH ; Ingenieur d'etude 1-Maintenance evolutive du site web2-Conception et realisation du nouveau site  ; Réalisation du nouveau site web sous la plate-forme .net  ; 2011/2012 
 Anakrys ; Entreprise privée ; 2 rue du Bourg l'Abbé ; 75003 ; Paris ; France ; Service technique ; Développement web ;11/02/2013;11/08/2013; candidature spontané ; 95800 ; Cergy ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-RECH ; Développement web avec PHP/ MySQL, framework Symfonymise en place de CMS DrupalModélisation et conception de bases de données ; développer un site communautaire en Drupaldéveloppement des sites web avec la framework symfony2 et des sites web sous mesure.la modélisations et la conceptions de bases de données ; 2012/2013 
 Département Informatique-Faculté des Sciences Gafsa ; Administration publique d'état ; Faculté des Sciences de Gafsa   Campus Universitaire Sidi Ahmed Zarroug ; 2112 ; Gafsa ; Tunisie ; Département Informatique  ; Développement d'une application Android pour l'Université de Gafsa-Tunisie ;01/02/2014;31/07/2014; réseau de connaissance ; 20250 ; corte ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-RECH ; Adapter le site web de l'université de Gafsa aux smartphones Android  ;  L'application permettra de:-Suivre l'actualité de l'Université de Gafsa en temps réel:les prochaines animations,conférences et opportunités.-Partager ces derniers sur les réseaux sociaux. -Découvrir l'Université en images et même en vidéos,les formations et les concours.-Découvrir les formations proposées par l'université de Gafsa-Accéder à l’espace numérique de travail du l'étudiant ou du professeur via un login et mot de passe. -Accéder à des documents administratives. ; 2013/2014 
 INRA  Corse ; Administration publique d'état ; San Guiliano ; 20230 ; SAN GUILIANO ; FRANCE ; UE Citrus ; Développement du système d'information du Centre de Ressource Biologique de l'unité expérimentale Citrus de l'INRA ;27/01/2014;25/07/2014;  ; 20250 ; CORTE ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-RECH ; * Construire et valider la base de données de collection d'agrumes* Assurer la mise en oeuvre opérationnelle de l'application* Développer l'application Web * Définir et élaborer les jeux de test* Rédiger la documentation technique ; L'activité s'exerce à l'UE 1103 Citrus à San Gliuliano (Haute-Corse) qui héberge une des collections d’agrumes les plus importantes au monde. Le matériel végétal détenu dans ces collections a vocation à être diffusé, sous forme de graines pour les porte-greffe ou sous forme de greffons pour les variétés, dans l’ensemble des pays agrumicoles du monde.  Pour être diffusé, le matériel détenu doit être (i) caractérisé, tant d’un point de vue génétique que d’un point de vue phénotypique, (ii) garanti exempt des maladies de quarantaine, (iii) certifié conforme. Pour atteindre les objectifs de cette norme, il est nécessaire de développer un nouveau système de gestion de base de données Agrumes pour notre CRB qui respecte l’ensemble des spécifications de la norme AFNOR NF S 96-900. ; 2013/2014 
 Université d'Auvergne ; Administration publique d'état ; 49 boulevard François Mitterrand ; 63001 ; Clermont-Ferrand ; France ; LIMOS - Représenté par M. Toumani, Directeur. ; Construction d’une base de patrons de sécurité abîmés à des fins d’assistance au développement de logiciels. ;23/03/2015;23/08/2015;  ; 63173 ; Aubière ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-RECH ; L’objectif est de définir une base de patrons abîmés, représentant les mauvaises manières de résoudre les problèmes sécuritaires. En effet, un patron de sécurité abîmé corrompt certains points forts d’un patron de sécurité «non abîmé », risquant ainsi de faire apparaître des vulnérabilités.  ; L’objectif est de définir une base de patrons abîmés, représentant les mauvaises manières de résoudre les problèmes sécuritaires. En effet, un patron de sécurité abîmé corrompt certains points forts d’un patron de sécurité «non abîmé », risquant ainsi de faire apparaître des vulnérabilités.  ; 2014/2015 
